,Unnamed: 0,State,Account_Length,Area Code,Phone,Intl_Plan,VMail_Plan,VMail_Message,Day_Mins,Day_Calls,Day_Charge,Eve_Mins,Eve_Calls,Eve_Charge,Night_Mins,Night_Calls,Night_Charge,Intl_Mins,Intl_Calls,Intl_Charge,CustServ_Calls,Churn,Total_Mins,Total_Charge
1604,1604,21,105,408,406-2032,0,0,0,115.5,73,19.64,267.3,83,22.72,114.2,90,5.14,13.3,5,3.59,3,0,251,51.09
1605,1605,12,73,415,409-4462,0,0,0,137.1,102,23.31,210.8,114,17.92,191.4,120,8.61,11.1,4,3.0,1,0,340,52.84
1606,1606,6,95,415,392-5941,0,0,0,198.4,113,33.73,235.9,144,20.05,325.6,99,14.65,10.1,3,2.73,0,0,359,71.16
1607,1607,32,21,415,334-9182,0,1,19,132.7,94,22.56,204.6,101,17.39,154.7,78,6.96,12.9,7,3.48,3,0,280,50.39
1608,1608,37,163,408,346-3445,0,1,25,219.6,99,37.33,210.4,99,17.88,242.7,88,10.92,13.8,8,3.73,2,0,294,69.85999999999999
1609,1609,46,57,415,368-9507,0,0,0,169.6,96,28.83,234.7,112,19.95,285.4,83,12.84,11.2,4,3.02,0,0,295,64.64
1610,1610,39,104,408,382-3966,1,0,0,160.4,73,27.27,293.9,103,24.98,306.6,90,13.8,12.6,5,3.4,4,0,271,69.45
1611,1611,39,83,415,334-5844,0,1,20,95.0,89,16.15,167.9,92,14.27,200.6,79,9.03,11.2,2,3.02,0,0,262,42.47
1612,1612,32,141,415,362-9411,0,0,0,160.1,87,27.22,256.7,120,21.82,270.0,107,12.15,7.0,1,1.89,2,0,315,63.08
1613,1613,1,95,415,390-3565,0,0,0,194.6,114,33.08,232.8,106,19.79,173.4,92,7.8,3.8,2,1.03,3,0,314,61.699999999999996
1614,1614,26,184,415,417-4810,0,0,0,236.4,73,40.19,287.3,120,24.42,192.0,94,8.64,13.8,4,3.73,1,1,291,76.98
1615,1615,6,74,408,384-3389,0,0,0,157.1,95,26.71,213.1,36,18.11,280.4,77,12.62,7.6,3,2.05,2,0,211,59.489999999999995
1616,1616,42,67,415,414-9717,0,0,0,179.8,125,30.57,173.2,86,14.72,272.8,97,12.28,10.9,4,2.94,0,0,312,60.51
1617,1617,13,104,415,357-1700,1,0,0,148.2,108,25.19,161.8,113,13.75,259.3,103,11.67,11.0,4,2.97,0,0,328,53.58
1618,1618,43,71,415,376-7207,0,1,39,183.2,103,31.14,209.4,111,17.8,172.4,109,7.76,11.9,6,3.21,1,0,329,59.91
1619,1619,30,149,415,368-7706,0,0,0,119.2,88,20.26,168.3,110,14.31,204.7,119,9.21,12.2,6,3.29,4,1,323,47.07
1620,1620,28,154,408,346-4216,0,1,35,224.0,102,38.08,192.0,99,16.32,163.1,100,7.34,9.6,2,2.59,0,0,303,64.33
1621,1621,40,138,510,370-9533,0,1,21,19.5,149,3.32,140.9,109,11.98,179.7,111,8.09,7.9,1,2.13,0,0,370,25.52
1622,1622,16,117,415,372-1493,0,0,0,184.8,83,31.42,248.6,101,21.13,133.1,113,5.99,9.6,8,2.59,1,0,305,61.13
1623,1623,21,130,408,387-6031,0,0,0,176.3,140,29.97,201.0,104,17.09,161.9,123,7.29,11.3,5,3.05,1,0,372,57.4
1624,1624,39,73,415,366-6248,0,0,0,241.7,115,41.09,168.5,133,14.32,169.8,122,7.64,11.1,2,3.0,2,0,372,66.05
1625,1625,48,100,510,369-3756,0,1,38,224.7,121,38.2,294.0,131,24.99,290.0,61,13.05,9.8,6,2.65,0,0,319,78.89
1626,1626,27,149,510,363-1719,0,0,0,207.3,115,35.24,198.4,82,16.86,114.1,83,5.13,8.6,4,2.32,1,0,284,59.550000000000004
1627,1627,35,29,408,402-6666,0,0,0,196.8,81,33.46,168.0,110,14.28,132.6,98,5.97,12.7,7,3.43,2,0,296,57.14
1628,1628,50,131,510,408-9779,0,0,0,110.9,74,18.85,115.6,90,9.83,190.5,114,8.57,15.8,9,4.27,1,0,287,41.52
1629,1629,31,153,510,407-2441,0,0,0,122.5,145,20.83,273.3,103,23.23,197.8,71,8.9,8.0,3,2.16,2,0,322,55.12
1630,1630,28,84,510,384-5027,0,0,0,226.9,144,38.57,201.6,122,17.14,130.2,121,5.86,13.2,5,3.56,2,0,392,65.13000000000001
1631,1631,48,133,510,380-3161,0,0,0,187.0,65,31.79,141.4,128,12.02,238.2,108,10.72,10.0,8,2.7,2,0,309,57.230000000000004
1632,1632,17,112,415,360-8135,0,0,0,170.5,113,28.99,193.2,129,16.42,188.0,91,8.46,11.2,6,3.02,0,0,339,56.89
1633,1633,34,87,415,399-5426,0,0,0,204.8,101,34.82,161.0,80,13.69,285.7,89,12.86,9.5,3,2.57,0,0,273,63.94
1634,1634,24,72,415,385-2564,0,0,0,165.9,114,28.2,235.9,97,20.05,210.1,120,9.45,12.0,5,3.24,2,0,336,60.94
1635,1635,3,66,510,337-8618,0,0,0,154.0,133,26.18,198.9,121,16.91,151.9,100,6.84,9.5,3,2.57,4,1,357,52.5
1636,1636,23,65,510,354-8491,0,1,29,158.1,104,26.88,322.2,81,27.39,210.0,96,9.45,8.9,6,2.4,1,0,287,66.11999999999999
1637,1637,5,74,415,394-6278,0,0,0,225.2,93,38.28,215.1,120,18.28,241.8,95,10.88,9.1,2,2.46,2,0,310,69.9
1638,1638,20,116,408,405-2276,0,0,0,159.4,79,27.1,179.5,88,15.26,167.8,71,7.55,9.7,2,2.62,6,1,240,52.529999999999994
1639,1639,2,68,510,376-1000,0,0,0,172.7,95,29.36,139.1,90,11.82,174.3,99,7.84,11.7,1,3.16,2,0,285,52.18000000000001
1640,1640,42,68,415,397-1659,0,0,0,222.8,99,37.88,175.8,85,14.94,202.0,111,9.09,11.0,3,2.97,3,0,298,64.88
1641,1641,8,54,415,379-3953,1,0,0,214.1,77,36.4,240.5,94,20.44,188.9,75,8.5,10.1,3,2.73,1,0,249,68.07
1642,1642,42,99,408,418-6512,0,0,0,54.8,92,9.32,173.0,103,14.71,195.1,125,8.78,7.5,3,2.03,1,0,323,34.84
1643,1643,48,107,408,392-5296,0,0,0,134.0,104,22.78,174.5,94,14.83,311.1,79,14.0,7.3,3,1.97,3,0,280,53.58
1644,1644,49,124,510,355-3814,0,0,0,184.8,74,31.42,175.1,84,14.88,158.2,95,7.12,10.5,6,2.84,1,0,259,56.26
1645,1645,6,95,415,375-2098,0,1,36,283.1,112,48.13,286.2,86,24.33,261.7,129,11.78,11.3,3,3.05,3,0,330,87.29
1646,1646,23,173,510,372-7990,0,0,0,291.8,143,49.61,214.3,134,18.22,151.2,119,6.8,9.9,2,2.67,0,1,398,77.3
1647,1647,24,110,408,356-4558,0,0,0,222.7,94,37.86,105.8,98,8.99,214.8,78,9.67,13.5,4,3.65,1,0,274,60.17
1648,1648,45,102,510,398-5788,0,0,0,174.5,79,29.67,236.8,136,20.13,270.4,110,12.17,8.5,5,2.3,0,0,330,64.27
1649,1649,30,130,408,390-4003,0,0,0,68.4,86,11.63,193.3,110,16.43,171.5,139,7.72,10.4,4,2.81,0,0,339,38.59
1650,1650,36,91,408,332-8103,0,1,31,273.0,78,46.41,215.5,98,18.32,104.7,114,4.71,9.6,2,2.59,1,0,292,72.02999999999999
1651,1651,6,64,415,406-9926,1,0,0,225.3,134,38.3,108.2,87,9.2,139.6,132,6.28,17.3,9,4.67,1,1,362,58.45
1652,1652,42,176,415,418-2402,0,1,23,283.2,130,48.14,162.6,74,13.82,177.7,104,8.0,7.2,6,1.94,1,0,314,71.9
1653,1653,20,93,510,384-3299,1,0,0,131.4,78,22.34,219.7,106,18.67,155.7,103,7.01,11.1,2,3.0,1,1,289,51.02
1654,1654,48,84,510,378-9090,0,1,12,89.7,87,15.25,138.6,73,11.78,165.8,114,7.46,10.7,2,2.89,1,0,276,37.38
1655,1655,41,138,510,350-6473,0,0,0,127.1,102,21.61,247.7,106,21.05,207.7,75,9.35,5.0,3,1.35,3,0,286,53.36
1656,1656,28,101,415,379-4583,0,1,28,105.9,132,18.0,231.7,107,19.69,281.3,120,12.66,10.7,5,2.89,1,0,364,53.239999999999995
1657,1657,45,136,408,411-5078,0,0,0,142.3,79,24.19,158.0,113,13.43,177.5,75,7.99,6.0,11,1.62,2,0,278,47.230000000000004
1658,1658,44,111,510,347-4982,0,0,0,191.3,80,32.52,138.5,94,11.77,246.0,107,11.07,6.4,3,1.73,2,0,284,57.09
1659,1659,19,132,408,341-9274,0,1,36,201.9,93,34.32,156.3,75,13.29,131.3,92,5.91,13.7,5,3.7,0,0,265,57.22
1660,1660,41,128,415,353-7461,0,0,0,247.3,91,42.04,182.7,60,15.53,143.2,112,6.44,14.7,2,3.97,3,0,265,67.98
1661,1661,1,92,408,371-7366,0,1,38,242.2,96,41.17,159.7,144,13.57,210.0,108,9.45,8.9,1,2.4,1,0,349,66.59
1662,1662,1,197,415,395-7923,1,0,0,127.3,80,21.64,222.3,115,18.9,173.9,95,7.83,13.7,5,3.7,5,1,295,52.07
1663,1663,49,191,408,351-8398,0,0,0,162.0,104,27.54,241.2,120,20.5,210.4,83,9.47,10.9,7,2.94,1,0,314,60.449999999999996
1664,1664,40,99,415,329-2204,0,1,33,179.1,93,30.45,238.3,102,20.26,165.7,96,7.46,10.6,1,2.86,2,0,292,61.03
1665,1665,9,106,415,407-7507,0,1,31,197.4,125,33.56,123.4,110,10.49,115.6,101,5.2,12.3,4,3.32,3,0,340,52.57000000000001
1666,1666,17,88,415,405-8075,0,0,0,148.2,82,25.19,308.7,67,26.24,235.4,79,10.59,6.4,4,1.73,2,0,232,63.75
1667,1667,44,78,415,390-9698,0,0,0,193.1,85,32.83,172.1,105,14.63,129.6,119,5.83,10.2,1,2.75,0,0,310,56.04
1668,1668,34,98,408,403-4917,0,0,0,171.7,99,29.19,174.8,87,14.86,189.6,130,8.53,7.8,6,2.11,1,0,322,54.69
1669,1669,25,17,408,391-6709,0,1,35,198.5,123,33.75,270.6,74,23.0,209.9,130,9.45,8.1,10,2.19,1,0,337,68.39
1670,1670,30,56,415,389-5988,0,1,24,121.7,87,20.69,184.0,76,15.64,266.6,98,12.0,12.7,3,3.43,1,0,264,51.76
1671,1671,45,84,415,372-1534,0,0,0,130.2,105,22.13,278.0,60,23.63,305.4,74,13.74,14.0,6,3.78,2,0,245,63.28
1672,1672,46,95,510,395-6369,0,0,0,203.4,96,34.58,168.6,61,14.33,173.0,105,7.79,13.7,3,3.7,2,0,265,60.4
1673,1673,50,16,415,400-3197,0,0,0,174.7,83,29.7,280.8,122,23.87,171.7,80,7.73,10.5,8,2.84,5,0,293,64.14
1674,1674,33,76,510,377-4169,1,0,0,241.0,120,40.97,231.8,96,19.7,220.2,67,9.91,9.9,1,2.67,1,1,284,73.25
1675,1675,49,93,415,384-5343,0,0,0,141.7,95,24.09,221.0,100,18.79,227.1,71,10.22,10.2,3,2.75,0,0,269,55.849999999999994
1676,1676,47,83,408,338-4472,0,0,0,134.8,96,22.92,167.2,78,14.21,161.5,123,7.27,7.7,5,2.08,2,0,302,46.480000000000004
1677,1677,16,123,415,332-2126,0,0,0,163.1,119,27.73,249.4,51,21.2,168.2,77,7.57,9.0,10,2.43,1,0,257,58.93
1678,1678,46,64,408,349-2157,0,0,0,145.5,116,24.74,228.4,110,19.41,273.4,91,12.3,8.9,8,2.4,1,0,325,58.849999999999994
1679,1679,36,82,510,393-4823,0,0,0,329.8,73,56.07,208.3,120,17.71,267.1,102,12.02,10.6,6,2.86,0,1,301,88.66
1680,1680,10,107,510,385-2683,0,0,0,194.5,97,33.07,186.3,131,15.84,178.3,106,8.02,12.7,1,3.43,2,0,335,60.36
1681,1681,5,110,510,345-8350,0,0,0,131.9,93,22.42,272.7,106,23.18,192.8,105,8.68,7.1,4,1.92,1,0,308,56.2
1682,1682,0,96,408,334-4506,0,1,29,150.0,91,25.5,159.4,75,13.55,228.1,55,10.26,8.5,3,2.3,1,0,224,51.60999999999999
1683,1683,42,47,415,332-3544,0,1,30,196.6,93,33.42,241.4,140,20.52,226.0,118,10.17,12.9,4,3.48,2,0,355,67.58999999999999
1684,1684,17,115,510,380-5102,0,0,0,99.7,107,16.95,145.1,96,12.33,149.4,99,6.72,14.1,4,3.81,2,0,306,39.81
1685,1685,38,69,415,395-6149,0,0,0,143.6,88,24.41,141.8,86,12.05,194.0,83,8.73,10.8,5,2.92,3,0,262,48.11
1686,1686,6,163,408,398-8122,0,1,40,231.9,56,39.42,211.8,91,18.0,268.5,74,12.08,12.3,3,3.32,2,0,224,72.82000000000001
1687,1687,6,90,415,334-4438,0,0,0,37.8,80,6.43,155.3,105,13.2,175.0,111,7.88,14.2,5,3.83,3,0,301,31.34
1688,1688,23,98,415,384-7459,0,0,0,72.8,107,12.38,186.4,103,15.84,175.3,110,7.89,10.5,4,2.84,3,0,324,38.949999999999996
1689,1689,50,90,408,368-3931,0,1,39,94.8,89,16.12,219.1,91,18.62,197.4,65,8.88,11.4,5,3.08,1,0,250,46.7
1690,1690,38,174,415,353-1352,0,1,15,221.8,143,37.71,210.6,115,17.9,221.8,109,9.98,12.4,9,3.35,1,0,376,68.94
1691,1691,37,95,415,348-5725,0,0,0,269.0,120,45.73,233.7,120,19.86,179.3,61,8.07,7.3,4,1.97,2,1,305,75.63
1692,1692,38,79,415,365-2008,0,0,0,268.3,114,45.61,185.5,111,15.77,264.6,88,11.91,6.3,7,1.7,1,1,320,74.99
1693,1693,36,123,415,393-3635,0,1,27,198.7,127,33.78,249.0,105,21.17,173.2,124,7.79,12.5,5,3.38,1,0,361,66.12
1694,1694,46,99,415,380-8727,0,0,0,115.5,75,19.64,218.1,111,18.54,254.9,98,11.47,11.5,7,3.11,7,1,291,52.76
1695,1695,13,114,415,381-2376,0,0,0,202.1,100,34.36,195.7,102,16.63,291.8,120,13.13,13.3,5,3.59,2,0,327,67.71
1696,1696,38,141,510,365-8114,0,0,0,215.6,113,36.65,200.6,81,17.05,153.8,107,6.92,12.4,6,3.35,1,0,307,63.970000000000006
1697,1697,32,132,408,415-5008,0,0,0,169.9,107,28.88,209.4,121,17.8,206.1,79,9.27,11.5,2,3.11,1,0,309,59.06
1698,1698,9,133,510,392-8318,0,0,0,201.7,85,34.29,169.4,116,14.4,286.3,80,12.88,6.0,4,1.62,0,0,285,63.19
1699,1699,43,133,408,401-4007,0,0,0,221.1,133,37.59,160.2,140,13.62,161.8,84,7.28,8.4,3,2.27,4,0,360,60.760000000000005
1700,1700,46,93,510,338-7709,0,1,32,218.7,117,37.18,115.0,61,9.78,192.7,85,8.67,9.4,5,2.54,2,0,268,58.17
1701,1701,19,34,415,374-1981,0,0,0,293.7,89,49.93,272.5,71,23.16,178.2,76,8.02,11.0,10,2.97,2,1,246,84.08
1702,1702,37,140,415,333-5101,0,0,0,120.3,108,20.45,240.4,84,20.43,216.4,74,9.74,7.7,3,2.08,4,1,269,52.699999999999996
1703,1703,8,96,415,345-3734,0,1,26,175.8,96,29.89,206.6,84,17.56,178.0,105,8.01,11.1,2,3.0,2,0,287,58.46
1704,1704,9,144,510,384-5004,0,0,0,278.5,95,47.35,240.7,90,20.46,120.0,90,5.4,11.6,5,3.13,1,1,280,76.34
1705,1705,13,24,408,341-9396,0,1,29,236.3,105,40.17,190.8,114,16.22,129.0,105,5.81,7.2,2,1.94,3,0,326,64.14
1706,1706,20,54,415,408-6302,0,0,0,273.8,113,46.55,119.6,156,10.17,267.6,117,12.04,11.7,3,3.16,1,0,389,71.91999999999999
1707,1707,49,50,408,348-7193,0,0,0,131.1,129,22.29,160.5,94,13.64,206.9,88,9.31,5.6,9,1.51,5,1,320,46.75
1708,1708,13,92,415,417-4063,0,1,23,167.4,83,28.46,258.6,129,21.98,116.4,110,5.24,11.2,3,3.02,4,0,325,58.7
1709,1709,33,96,408,375-6911,0,0,0,197.7,68,33.61,250.5,53,21.29,181.2,67,8.15,10.5,3,2.84,3,0,191,65.89
1710,1710,35,146,415,358-3604,0,0,0,169.5,93,28.82,230.9,71,19.63,269.8,115,12.14,9.0,7,2.43,2,0,286,63.02
1711,1711,13,138,415,339-7485,1,1,17,225.2,116,38.28,173.4,88,14.74,145.8,99,6.56,11.7,4,3.16,0,0,307,62.74000000000001
1712,1712,40,102,408,368-3078,0,0,0,174.5,73,29.67,213.7,114,18.16,164.7,116,7.41,10.3,5,2.78,4,0,308,58.019999999999996
1713,1713,24,76,510,418-7055,0,0,0,129.7,84,22.05,177.5,80,15.09,228.9,87,10.3,7.5,3,2.03,5,1,254,49.47
1714,1714,29,99,415,386-9981,0,0,0,200.0,66,34.0,107.9,104,9.17,233.7,82,10.52,11.4,2,3.08,3,0,254,56.769999999999996
1715,1715,27,83,510,366-2541,0,1,36,95.9,87,16.3,261.6,105,22.24,228.6,109,10.29,13.3,4,3.59,0,0,305,52.419999999999995
1716,1716,21,36,510,335-3110,0,1,25,152.8,110,25.98,242.8,67,20.64,147.4,74,6.63,9.1,2,2.46,1,0,253,55.71000000000001
1717,1717,22,70,510,400-7809,0,0,0,129.9,102,22.08,208.7,133,17.74,231.4,93,10.41,14.3,3,3.86,1,0,331,54.08999999999999
1718,1718,3,109,415,404-3106,1,0,0,268.4,85,45.63,150.6,131,12.8,297.9,84,13.41,9.7,8,2.62,2,1,308,74.46000000000001
1719,1719,3,100,415,333-2337,0,0,0,188.5,152,32.05,148.3,115,12.61,179.8,88,8.09,15.2,5,4.1,2,0,360,56.849999999999994
1720,1720,11,104,408,353-6482,0,0,0,170.6,97,29.0,162.1,111,13.78,210.7,131,9.48,6.1,1,1.65,1,0,340,53.91
1721,1721,31,106,415,397-8162,0,0,0,191.4,124,32.54,200.7,116,17.06,230.1,76,10.35,8.2,3,2.21,1,0,319,62.16
1722,1722,25,84,510,380-6722,0,0,0,75.3,96,12.8,179.9,113,15.29,193.8,134,8.72,12.3,1,3.32,1,0,344,40.13
1723,1723,19,80,510,329-2918,0,0,0,149.8,123,25.47,276.3,75,23.49,241.4,75,10.86,10.9,7,2.94,2,0,280,62.75999999999999
1724,1724,40,100,510,348-8022,0,0,0,115.9,87,19.7,111.3,56,9.46,170.2,77,7.66,7.1,4,1.92,1,0,224,38.739999999999995
1725,1725,23,99,408,388-4459,0,0,0,128.8,86,21.9,203.9,105,17.33,282.6,131,12.72,14.1,4,3.81,2,0,326,55.76
1726,1726,49,50,510,358-3114,0,0,0,131.7,108,22.39,216.5,103,18.4,196.1,126,8.82,11.0,5,2.97,1,0,342,52.58
1727,1727,25,105,415,343-9654,0,0,0,101.4,48,17.24,159.1,119,13.52,259.2,53,11.66,12.2,2,3.29,1,0,222,45.709999999999994
1728,1728,45,113,415,401-9909,0,1,23,149.0,104,25.33,235.8,67,20.04,201.8,76,9.08,9.5,5,2.57,4,0,252,57.019999999999996
1729,1729,25,111,415,404-9978,0,1,36,96.8,123,16.46,170.6,105,14.5,166.0,85,7.47,13.4,4,3.62,2,0,317,42.05
1730,1730,32,161,408,397-8011,0,0,0,107.5,121,18.28,256.4,46,21.79,247.2,131,11.12,12.6,3,3.4,2,0,301,54.589999999999996
1731,1731,43,70,415,341-8719,0,0,0,232.8,95,39.58,303.4,111,25.79,255.6,104,11.5,12.9,7,3.48,0,1,317,80.35000000000001
1732,1732,11,97,415,408-1242,0,1,43,121.1,105,20.59,260.2,115,22.12,222.4,100,10.01,8.3,5,2.24,3,0,325,54.96
1733,1733,47,130,510,406-7726,0,0,0,124.3,70,21.13,270.7,99,23.01,239.5,83,10.78,3.5,6,0.95,0,0,258,55.870000000000005
1734,1734,48,92,415,351-2773,0,0,0,157.7,101,26.81,298.6,100,25.38,216.9,99,9.76,13.8,3,3.73,1,0,303,65.67999999999999
1735,1735,5,119,408,368-6174,0,0,0,124.3,68,21.13,207.1,88,17.6,157.4,93,7.08,14.8,1,4.0,0,0,250,49.81
1736,1736,33,115,415,334-5029,0,0,0,286.4,125,48.69,205.7,74,17.48,191.4,141,8.61,6.9,6,1.86,1,1,346,76.64
1737,1737,39,134,415,413-1789,0,0,0,141.7,95,24.09,205.6,101,17.48,218.5,60,9.83,8.8,6,2.38,0,0,262,53.78
1738,1738,45,127,408,414-1246,0,1,25,173.0,91,29.41,245.8,64,20.89,300.0,99,13.5,4.8,3,1.3,0,0,257,65.1
1739,1739,31,80,415,330-4978,0,0,0,268.7,120,45.68,301.0,147,25.59,167.0,140,7.52,5.8,1,1.57,2,1,408,80.35999999999999
1740,1740,28,153,415,386-1631,0,1,31,218.5,130,37.15,134.2,103,11.41,118.9,105,5.35,9.4,6,2.54,0,0,344,56.45
1741,1741,23,85,415,363-1208,0,0,0,255.3,114,43.4,194.6,83,16.54,276.6,78,12.45,3.7,5,1.0,3,0,280,73.39
1742,1742,11,79,415,334-5263,0,0,0,41.9,124,7.12,211.0,95,17.94,237.9,55,10.71,11.4,5,3.08,1,0,279,38.85
1743,1743,28,35,415,361-4137,0,0,0,260.8,87,44.34,258.1,78,21.94,131.3,123,5.91,5.8,2,1.57,1,0,290,73.75999999999999
1744,1744,48,120,408,374-8187,0,1,26,239.4,94,40.7,259.4,88,22.05,238.0,132,10.71,7.7,3,2.08,0,0,317,75.53999999999999
1745,1745,23,68,510,370-1525,0,0,0,226.7,94,38.54,168.4,129,14.31,188.7,117,8.49,10.2,1,2.75,0,0,341,64.09
1746,1746,7,60,408,355-3801,0,0,0,179.3,147,30.48,208.9,89,17.76,248.2,98,11.17,13.5,6,3.65,1,1,340,63.06
1747,1747,16,120,510,392-5605,0,0,0,158.0,110,26.86,197.0,103,16.75,154.9,132,6.97,10.0,5,2.7,1,0,350,53.28
1748,1748,26,71,510,363-1366,0,1,23,175.7,82,29.87,258.9,136,22.01,268.4,154,12.08,14.1,7,3.81,1,0,379,67.77000000000001
1749,1749,49,124,415,358-5274,0,0,0,157.4,107,26.76,167.8,112,14.26,188.8,102,8.5,8.8,3,2.38,3,0,324,51.900000000000006
1750,1750,21,23,510,376-9607,0,0,0,113.1,74,19.23,168.8,95,14.35,262.9,126,11.83,6.9,2,1.86,1,1,297,47.269999999999996
1751,1751,50,225,415,374-1213,0,0,0,182.7,142,31.06,246.5,63,20.95,218.0,103,9.81,8.8,2,2.38,1,0,310,64.2
1752,1752,34,181,415,421-8537,1,0,0,161.3,83,27.42,124.4,83,10.57,262.0,98,11.79,14.1,3,3.81,0,1,267,53.59
1753,1753,46,63,415,351-5576,0,0,0,142.5,92,24.23,208.3,102,17.71,228.9,120,10.3,7.5,2,2.03,2,0,316,54.269999999999996
1754,1754,27,54,415,407-7258,1,0,0,190.5,108,32.39,259.7,108,22.07,141.5,111,6.37,9.7,2,2.62,2,1,329,63.449999999999996
1755,1755,24,80,408,405-4420,1,1,15,159.3,110,27.08,170.6,120,14.5,141.2,82,6.35,11.9,5,3.21,1,0,317,51.14
1756,1756,27,118,408,340-2855,1,1,39,153.8,106,26.15,123.3,111,10.48,117.8,103,5.3,9.2,6,2.48,1,0,326,44.40999999999999
1757,1757,31,42,408,342-8002,1,0,0,180.7,127,30.72,174.6,94,14.84,165.3,114,7.44,12.0,6,3.24,2,0,341,56.24
1758,1758,35,134,408,355-6826,0,0,0,202.7,105,34.46,224.9,90,19.12,253.9,108,11.43,12.1,7,3.27,0,0,310,68.28
1759,1759,43,66,415,402-3886,0,1,35,190.8,100,32.44,261.3,93,22.21,209.5,108,9.43,8.9,6,2.4,0,0,307,66.47999999999999
1760,1760,47,66,415,336-5900,0,0,0,205.1,102,34.87,232.7,109,19.78,259.9,95,11.7,9.2,6,2.48,2,0,312,68.83
1761,1761,42,127,415,339-7684,0,1,28,235.6,124,40.05,236.8,113,20.13,241.2,127,10.85,7.7,2,2.08,1,0,366,73.10999999999999
1762,1762,11,146,510,390-2433,0,0,0,189.3,77,32.18,155.9,128,13.25,186.0,83,8.37,7.4,3,2.0,0,0,291,55.8
1763,1763,50,93,408,360-7246,0,1,42,166.9,101,28.37,273.2,84,23.22,171.0,106,7.69,11.5,1,3.11,1,0,292,62.39
1764,1764,6,77,415,335-6508,0,0,0,245.2,87,41.68,254.1,83,21.6,239.4,91,10.77,7.5,4,2.03,0,1,265,76.08
1765,1765,32,111,415,348-6720,0,0,0,132.6,125,22.54,221.1,67,18.79,127.9,101,5.76,12.7,2,3.43,4,1,295,50.519999999999996
1766,1766,31,125,415,406-6400,0,0,0,182.3,64,30.99,139.8,121,11.88,171.6,96,7.72,11.6,7,3.13,2,0,288,53.72
1767,1767,1,115,510,390-7370,0,1,14,192.3,86,32.69,88.7,90,7.54,229.4,120,10.32,10.5,3,2.84,2,0,299,53.38999999999999
1768,1768,23,115,510,390-5055,1,0,0,122.0,110,20.74,220.2,100,18.72,179.7,124,8.09,10.8,2,2.92,2,1,336,50.47
1769,1769,27,114,408,405-7542,0,0,0,193.0,101,32.81,250.0,81,21.25,133.3,79,6.0,9.6,2,2.59,2,0,263,62.650000000000006
1770,1770,35,106,415,364-4927,0,0,0,158.6,112,26.96,220.0,114,18.7,252.9,106,11.38,9.1,3,2.46,0,0,335,59.5
1771,1771,28,118,415,329-3458,0,1,39,91.5,125,15.56,219.9,113,18.69,229.0,99,10.31,12.7,8,3.43,2,0,345,47.99
1772,1772,5,59,510,331-3842,0,0,0,153.6,92,26.11,205.5,88,17.47,114.5,89,5.15,12.5,10,3.38,1,0,279,52.11
1773,1773,28,87,415,343-4147,1,1,40,221.6,79,37.67,157.1,74,13.35,222.4,124,10.01,11.5,3,3.11,1,0,280,64.14
1774,1774,34,21,415,335-2274,0,0,0,244.7,81,41.6,168.0,117,14.28,281.5,87,12.67,6.6,1,1.78,1,0,286,70.33
1775,1775,48,142,408,343-3227,0,1,24,239.8,103,40.77,285.9,65,24.3,256.7,106,11.55,9.5,4,2.57,0,0,278,79.19
1776,1776,50,62,415,336-6907,0,0,0,172.4,132,29.31,230.5,100,19.59,228.2,109,10.27,11.0,5,2.97,0,0,346,62.14
1777,1777,37,149,415,331-1391,0,0,0,242.5,83,41.23,245.4,97,20.86,219.6,80,9.88,10.0,3,2.7,3,1,263,74.66999999999999
1778,1778,5,54,510,360-1643,0,1,39,117.6,82,19.99,159.2,60,13.53,236.4,113,10.64,11.3,10,3.05,2,0,265,47.209999999999994
1779,1779,18,112,510,410-2518,0,0,0,174.5,127,29.67,259.3,71,22.04,170.5,120,7.67,11.3,7,3.05,1,0,325,62.43
1780,1780,1,68,510,344-4970,0,0,0,157.3,83,26.74,220.9,85,18.78,218.9,129,9.85,12.0,7,3.24,1,0,304,58.61
1781,1781,43,201,415,408-1486,0,1,21,192.0,97,32.64,239.1,81,20.32,116.1,125,5.22,15.1,3,4.08,1,0,306,62.26
1782,1782,38,88,510,396-1648,0,0,0,218.2,76,37.09,169.3,60,14.39,141.1,99,6.35,8.0,1,2.16,1,0,236,59.99
1783,1783,14,85,415,391-2022,0,1,29,144.6,97,24.58,140.0,102,11.9,165.4,148,7.44,10.9,3,2.94,1,0,350,46.85999999999999
1784,1784,8,51,415,420-6465,1,0,0,153.6,108,26.11,232.9,85,19.8,214.2,92,9.64,14.1,4,3.81,0,1,289,59.36
1785,1785,24,45,510,398-2628,0,1,29,135.8,104,23.09,222.5,101,18.91,235.6,92,10.6,7.9,6,2.13,2,0,303,54.730000000000004
1786,1786,2,116,510,409-5519,0,0,0,160.7,69,27.32,146.8,106,12.48,287.8,144,12.95,8.2,5,2.21,0,0,324,54.959999999999994
1787,1787,35,146,408,391-8554,0,1,31,202.5,91,34.43,241.4,108,20.52,169.6,77,7.63,7.8,2,2.11,1,0,278,64.69
1788,1788,48,63,510,395-1693,0,1,34,152.2,119,25.87,227.1,91,19.3,195.7,103,8.81,12.3,5,3.32,1,0,318,57.300000000000004
1789,1789,10,133,510,393-3194,0,0,0,227.4,90,38.66,73.2,135,6.22,114.3,99,5.14,4.7,7,1.27,0,0,331,51.29
